state,scenario,year,hydro,gas_ct,gas_cc,coal,nuclear,geothermal,biomass,rooftop_pv,utility_pv,csp,onshore_wind,offshore_wind,storage,interruptible_load
Louisiana,25,2042,192.00,673.35,2817.72,1620.79,2124.00,0.00,1858.71,792.98,145.08,0.00,0.00,0.00,3495.86,434.62
Maine,25,2042,722.00,80.19,771.21,15.61,0.00,0.00,414.39,284.74,0.00,0.00,314.40,310.80,286.12,104.62
Maryland,25,2042,526.80,405.71,899.06,4846.51,0.00,0.00,357.66,758.09,864.00,0.00,3969.10,5659.36,0.00,250.83
Massachusetts,25,2042,269.50,7601.37,2348.72,286.80,0.00,0.00,530.28,720.39,4.76,0.00,196.60,3358.36,1540.00,627.19
Michigan,25,2042,374.10,12113.48,1912.44,8975.25,1111.00,0.00,1023.39,529.84,0.00,0.00,29738.63,0.00,5350.95,935.80
Minnesota,25,2042,185.60,877.21,215.94,465.19,0.00,0.00,689.50,244.43,0.00,0.00,23064.99,0.00,166.98,519.16
Mississippi,25,2042,0.00,2035.23,3605.58,1178.21,1266.00,0.00,2371.13,70.44,2003.15,0.00,0.00,0.00,3480.00,264.48
Missouri,25,2042,499.20,3644.30,981.05,4030.96,1190.00,0.00,751.26,676.89,0.00,0.00,2194.09,0.00,1691.88,1001.24
Montana,25,2042,2512.30,25.94,0.00,7.68,0.00,0.00,1.86,165.85,0.00,0.00,5619.08,0.00,29.44,91.04
Nebraska,25,2042,194.30,324.40,251.04,648.15,0.00,0.00,110.87,250.80,0.00,0.00,8037.22,0.00,3106.00,243.58
Nevada,25,2042,1047.00,185.09,1415.55,11.97,0.00,4094.61,1.23,2260.16,581.65,2524.52,3142.60,0.00,6.29,215.50
New Hampshire,25,2042,445.40,0.00,815.62,0.12,1220.10,0.00,360.15,71.65,5.49,0.00,37.80,0.00,0.00,97.08
New Jersey,25,2042,13.20,2875.43,936.42,1802.52,2191.00,0.00,354.24,1066.57,0.00,0.00,496.70,12532.89,607.61,952.27
New Mexico,25,2042,78.70,365.24,127.09,136.27,0.00,1265.39,29.93,686.53,1112.54,20896.17,8312.23,0.00,682.21,220.29
New York,25,2042,4751.64,16057.27,3571.34,3425.13,0.00,0.00,2222.74,4779.82,0.00,0.00,11180.72,3540.40,2560.00,889.60
North Carolina,25,2042,1827.50,2151.52,315.88,8274.92,3100.00,0.00,1275.01,1094.32,0.00,0.00,3272.00,11337.92,315.00,1097.06
North Dakota,25,2042,614.00,0.19,0.00,218.60,0.00,0.00,96.75,28.68,0.00,0.00,7503.89,0.00,5330.51,54.52
Ohio,25,2042,146.13,2708.92,1676.52,19400.91,1235.00,0.00,3085.93,142.00,0.00,0.00,14018.49,0.00,3.24,874.54
Oklahoma,25,2042,789.50,254.31,3180.49,3252.44,0.00,0.00,1056.99,710.08,339.77,795.31,14823.44,0.00,2976.30,710.43
Oregon,25,2042,8240.00,82.55,819.94,46.06,0.00,1179.34,61.24,438.70,0.00,0.00,7670.43,0.00,1159.52,395.95
Pennsylvania,25,2042,875.25,5034.64,8372.48,14288.14,5364.00,0.00,1190.89,1338.56,0.00,0.00,5528.25,378.00,1307.97,1348.41
Rhode Island,25,2042,4.30,0.00,1271.28,0.00,0.00,0.00,45.44,345.53,1216.43,0.00,15.30,645.24,0.00,128.21
South Carolina,25,2042,1363.00,1231.84,1187.03,4201.68,3224.00,0.00,1423.05,144.77,1728.00,0.00,1150.30,3667.82,2439.82,642.46
South Dakota,25,2042,1730.40,239.50,0.00,3.52,0.00,0.00,27.70,121.06,0.00,0.00,7481.97,0.00,3485.79,114.80
Tennessee,25,2042,2418.00,9169.75,0.00,4463.75,3398.00,0.00,2395.05,121.28,197.82,0.00,136.30,0.00,3510.00,808.93
Texas,25,2042,672.20,5384.56,21022.43,12468.49,4860.00,0.00,3044.84,7793.33,24207.19,17344.16,21504.42,1445.63,10555.48,4091.90
Utah,25,2042,262.40,348.39,248.26,155.49,0.00,1313.34,13.08,483.68,0.00,250.86,1503.30,0.00,2085.17,305.69
Vermont,25,2042,305.60,0.28,0.00,0.00,0.00,0.00,89.36,60.55,0.00,0.00,27.10,0.00,366.23,32.38
Virginia,25,2042,812.74,16999.87,2563.12,2314.02,910.00,0.00,1197.14,573.35,0.00,0.00,3623.16,4102.20,4209.30,741.07
Washington,25,2042,20797.20,110.65,769.60,107.71,1131.00,0.00,193.68,2284.00,0.00,0.00,10560.41,0.00,1757.20,681.28
West Virginia,25,2042,324.60,794.95,0.00,8324.76,0.00,0.00,835.96,34.16,0.00,0.00,3468.45,0.00,261.19,139.16
Wisconsin,25,2042,792.19,2820.36,1066.42,568.37,0.00,0.00,581.01,376.33,0.00,0.00,5807.97,0.00,9.36,307.33
Wyoming,25,2042,298.80,69.72,0.00,125.84,0.00,0.00,17.39,112.20,0.00,0.00,8957.21,0.00,2803.00,51.49
Alabama,25,2044,3279.90,602.98,4347.69,9126.95,860.00,0.00,3414.65,226.70,0.00,0.00,2.90,0.00,1850.00,524.22
Arizona,25,2044,4012.20,356.55,5073.46,19.47,3875.00,0.00,9.89,5931.05,2982.65,21306.58,6568.98,0.00,221.89,653.85
Arkansas,25,2044,1308.80,88.10,2289.50,410.67,998.00,0.00,1617.02,76.30,864.00,0.00,1133.80,0.00,403.67,259.32
California,25,2044,10032.30,1533.22,5814.90,0.00,4324.00,15931.89,734.08,17879.65,9301.34,20292.48,8739.99,0.00,8467.32,2432.16
Colorado,25,2044,643.20,908.35,939.47,83.44,0.00,0.00,48.41,3092.98,0.00,5874.54,7545.38,0.00,1972.73,275.02
Connecticut,25,2044,118.50,109.41,1324.44,174.37,1155.00,0.00,383.15,1176.42,555.90,0.00,0.00,0.00,31.00,337.66
Delaware,25,2044,0.00,88.33,313.83,912.89,0.00,0.00,18.96,365.02,0.00,0.00,190.30,1482.15,0.00,45.23
Florida,25,2044,129.52,26848.82,16538.42,9238.65,839.00,0.00,2566.48,5717.40,27198.63,1623.14,0.00,0.00,3102.34,3978.55
Georgia,25,2044,1932.20,3380.57,7037.08,12016.56,3184.00,0.00,3812.62,697.15,5592.42,0.00,59.30,0.00,1854.60,1432.41
Idaho,25,2044,2515.60,138.21,142.81,0.00,0.00,19.60,11.57,39.52,0.00,0.00,799.20,0.00,826.60,175.90
Illinois,25,2044,638.11,17952.12,1595.05,4800.06,7920.00,0.00,6772.88,398.10,0.00,0.00,23474.46,0.00,91.99,711.53
Indiana,25,2044,473.19,12715.60,1350.67,4961.09,0.00,0.00,3362.22,341.85,0.00,0.00,20016.59,0.00,1320.00,703.28
Iowa,25,2044,649.36,121.90,602.61,848.06,0.00,0.00,129.29,563.43,0.00,0.00,21336.23,0.00,2200.00,295.58
Kansas,25,2044,2.60,471.78,0.00,1230.36,1166.00,0.00,444.53,625.65,1175.02,0.00,19751.18,0.00,72.11,445.69
Kentucky,25,2044,1124.31,5250.03,138.49,10461.56,0.00,0.00,1891.73,91.84,295.64,0.00,11.73,0.00,41.14,454.82
Louisiana,25,2044,192.00,628.46,2629.87,1270.10,2124.00,0.00,1877.56,826.44,145.08,0.00,0.00,0.00,3499.79,400.42
Maine,25,2044,722.00,74.85,719.79,7.40,0.00,0.00,440.59,303.84,0.00,0.00,314.40,310.80,286.12,103.80
Maryland,25,2044,526.80,378.67,839.12,4846.51,0.00,0.00,684.53,846.44,864.00,0.00,3969.10,5659.36,0.00,248.93
Massachusetts,25,2044,269.50,7923.27,2192.14,184.70,0.00,0.00,530.28,782.43,4.76,0.00,196.60,3358.36,1540.00,621.57
Michigan,25,2044,374.10,12883.08,1784.94,7915.01,1111.00,0.00,1092.16,594.67,0.00,0.00,30269.88,0.00,5350.95,928.13
Minnesota,25,2044,185.60,818.73,201.54,463.98,0.00,0.00,798.94,306.32,0.00,0.00,23236.86,0.00,166.98,517.60
Mississippi,25,2044,0.00,1899.55,3365.21,1089.50,1266.00,0.00,2419.38,83.68,2283.88,0.00,0.00,0.00,3480.00,262.28
Missouri,25,2044,499.20,3413.96,915.65,2829.65,1190.00,0.00,1107.51,778.60,0.00,0.00,2194.09,0.00,1739.56,1005.87
Montana,25,2044,2512.30,24.21,0.00,4.26,0.00,0.00,1.76,178.12,0.00,0.00,5638.13,0.00,29.44,103.16
Nebraska,25,2044,194.30,302.81,234.31,537.68,0.00,0.00,119.80,275.62,0.00,0.00,8037.22,0.00,3106.00,266.72
Nevada,25,2044,1047.00,172.75,1321.18,3.27,0.00,4094.61,0.58,2408.95,581.65,2524.54,3276.20,0.00,6.29,216.08
New Hampshire,25,2044,445.40,0.00,761.25,0.06,1220.10,0.00,460.41,78.90,5.49,0.00,37.80,0.00,0.00,102.35
New Jersey,25,2044,13.20,4300.60,873.99,1773.18,2191.00,0.00,409.14,1175.31,0.00,0.00,496.70,12532.89,607.61,942.91
New Mexico,25,2044,78.70,340.89,118.62,64.13,0.00,1265.39,21.66,735.19,1112.54,27556.85,8312.23,0.00,682.21,237.75
New York,25,2044,4751.64,15162.50,3333.25,3425.13,0.00,0.00,2222.74,5176.26,0.00,0.00,11271.40,3540.40,2560.00,906.29
North Carolina,25,2044,1827.50,2008.12,294.82,7021.74,3100.00,0.00,2588.65,1220.66,0.00,0.00,3272.00,11337.92,315.00,1091.94
North Dakota,25,2044,614.00,0.18,0.00,149.87,0.00,0.00,89.51,36.31,0.00,0.00,7503.89,0.00,5332.00,53.98
Ohio,25,2044,146.13,2528.05,1564.75,19168.06,1235.00,0.00,3104.61,187.63,0.00,0.00,14018.49,0.00,322.87,1046.01
Oklahoma,25,2044,789.50,237.36,2968.46,3202.30,0.00,0.00,1108.64,762.29,339.77,795.31,14823.44,0.00,3033.70,712.60
Oregon,25,2044,8240.00,77.05,765.28,21.60,0.00,1179.34,57.08,441.93,0.00,0.00,7670.43,0.00,1159.52,395.63
Pennsylvania,25,2044,875.25,5347.93,7814.31,13837.91,5364.00,0.00,2003.08,1470.27,0.00,0.00,5528.25,378.00,1307.97,768.06
Rhode Island,25,2044,4.30,0.00,1186.53,0.00,0.00,0.00,45.44,368.01,1216.43,0.00,15.30,645.24,0.00,126.95
South Carolina,25,2044,1363.00,1149.44,1107.90,3580.35,3224.00,0.00,2210.10,175.60,1728.00,0.00,1150.30,3667.82,2507.51,828.65
South Dakota,25,2044,1730.40,238.96,0.00,2.51,0.00,0.00,28.22,131.36,0.00,0.00,7481.97,0.00,3485.79,113.86
Tennessee,25,2044,2418.00,8558.44,0.00,3619.60,3398.00,0.00,2469.23,159.36,197.82,0.00,136.30,0.00,3510.00,803.20
Texas,25,2044,672.20,5025.58,19620.94,10017.67,4860.00,0.00,2739.80,8625.14,24207.19,21976.61,21504.42,1445.63,10555.48,4174.82
Utah,25,2044,262.40,325.13,231.71,73.35,0.00,1313.34,6.88,555.90,0.00,251.51,1503.30,0.00,2087.17,301.17
Vermont,25,2044,305.60,0.27,0.00,0.00,0.00,0.00,216.59,66.66,0.00,0.00,27.10,0.00,417.07,62.50
Virginia,25,2044,812.74,15866.59,2392.24,2313.67,910.00,0.00,2127.32,676.53,0.00,0.00,3699.11,4102.20,4209.30,938.02
Washington,25,2044,20797.20,103.27,718.29,78.91,1131.00,0.00,188.95,2301.64,0.00,0.00,10772.06,0.00,1757.20,680.88
West Virginia,25,2044,324.60,741.96,0.00,6748.78,0.00,0.00,835.96,43.30,0.00,0.00,3594.66,0.00,272.47,267.53
Wisconsin,25,2044,792.19,2632.12,995.32,527.04,0.00,0.00,1348.75,423.42,0.00,0.00,5848.09,0.00,9.36,342.37
Wyoming,25,2044,298.80,65.07,0.00,95.23,0.00,0.00,54.79,125.24,0.00,0.00,8957.21,0.00,2803.00,51.30
Alabama,25,2046,3279.90,562.72,4057.84,7782.60,860.00,0.00,4278.69,273.34,0.00,0.00,2.90,0.00,1850.00,520.34
Arizona,25,2046,4012.20,332.78,4735.23,7.04,3875.00,0.00,8.49,6156.52,2982.65,21306.72,6573.85,0.00,221.89,655.50
Arkansas,25,2046,1308.80,82.23,2136.87,409.26,998.00,0.00,1617.02,88.82,864.00,0.00,1133.80,0.00,403.67,257.65
California,25,2046,10032.30,1431.00,5427.24,0.00,4324.00,15931.89,734.08,18497.66,9301.34,20487.10,8739.99,0.00,8467.32,2431.30
Colorado,25,2046,643.20,847.80,876.84,39.20,0.00,0.00,44.17,3189.33,0.00,5874.89,7620.26,0.00,1972.73,275.84
Connecticut,25,2046,118.50,102.11,1236.15,158.96,1155.00,0.00,389.05,1267.28,555.90,0.00,0.00,0.00,31.00,389.63
Delaware,25,2046,0.00,82.44,292.91,679.86,0.00,0.00,18.96,390.65,0.00,0.00,190.30,1482.15,0.00,44.83
Florida,25,2046,129.52,25101.32,15435.86,9238.65,839.00,0.00,2592.52,6401.40,27850.14,1623.14,0.00,0.00,3434.45,3804.98
Georgia,25,2046,1932.20,3155.20,6567.94,12016.56,3184.00,0.00,3889.36,838.81,6619.21,0.00,59.30,0.00,1854.60,1524.08
Idaho,25,2046,2515.60,128.99,133.29,0.00,0.00,19.60,11.57,48.12,0.00,0.00,799.20,0.00,828.47,175.73
Illinois,25,2046,638.11,18743.24,1488.71,3045.48,7920.00,0.00,6775.54,447.68,0.00,0.00,23486.16,0.00,126.31,704.78
Indiana,25,2046,473.19,11866.91,1260.62,4958.30,0.00,0.00,3751.36,367.60,0.00,0.00,20016.59,0.00,1320.00,695.50
Iowa,25,2046,649.36,112.08,562.43,789.60,0.00,0.00,1569.37,593.73,0.00,0.00,21646.73,0.00,2200.00,292.82
Kansas,25,2046,2.60,440.33,0.00,576.92,1166.00,0.00,388.48,656.68,1175.02,0.00,19751.18,0.00,72.11,442.75
Kentucky,25,2046,1124.31,4899.80,129.26,9637.24,0.00,0.00,2812.58,108.85,295.64,0.00,12.07,0.00,46.75,449.95
Louisiana,25,2046,192.00,586.56,2454.55,841.38,2124.00,0.00,1876.34,863.07,145.08,0.00,0.00,0.00,3503.49,397.71
Maine,25,2046,722.00,69.86,671.81,3.51,0.00,0.00,440.59,323.03,0.00,0.00,314.40,310.80,286.12,103.02
Maryland,25,2046,526.80,353.42,783.18,4846.51,0.00,0.00,684.53,941.74,864.00,0.00,3969.10,5659.36,0.00,247.09
Massachusetts,25,2046,269.50,8440.62,2046.00,87.52,0.00,0.00,530.28,844.11,4.76,0.00,196.60,3358.36,1540.00,616.17
Michigan,25,2046,374.10,12024.21,1665.95,4902.51,1111.00,0.00,2710.17,661.66,0.00,0.00,30269.88,0.00,7593.66,932.70
Minnesota,25,2046,185.60,763.94,188.10,463.40,0.00,0.00,829.97,373.73,0.00,0.00,23242.81,0.00,166.98,513.40
Mississippi,25,2046,0.00,1772.91,3140.86,938.18,1266.00,0.00,4333.11,98.70,2382.70,0.00,0.00,0.00,3480.00,260.62
Missouri,25,2046,499.20,3247.25,854.61,1932.81,1190.00,0.00,2167.66,884.10,0.00,0.00,2194.09,0.00,1739.56,997.21
Montana,25,2046,2512.30,22.50,0.00,2.47,0.00,0.00,7.15,191.76,0.00,0.00,5638.13,0.00,29.44,102.95
Nebraska,25,2046,194.30,281.86,218.68,391.95,0.00,0.00,100.71,299.51,0.00,0.00,8037.22,0.00,3106.00,287.73
Nevada,25,2046,1047.00,161.23,1233.11,1.53,0.00,4094.61,0.27,2565.61,581.65,2524.54,3327.80,0.00,6.29,216.65
New Hampshire,25,2046,445.40,0.00,710.50,0.03,1220.10,0.00,460.41,86.37,5.49,0.00,37.80,0.00,0.00,134.74
New Jersey,25,2046,13.20,5833.22,815.72,1706.25,2191.00,0.00,409.14,1288.25,0.00,0.00,496.70,12532.89,607.61,933.77
New Mexico,25,2046,78.70,318.17,110.71,30.18,0.00,1265.39,42.24,785.57,1112.54,30497.89,8312.23,0.00,682.21,237.35
New York,25,2046,4751.64,14581.23,3111.04,3425.13,0.00,0.00,2222.74,5575.94,0.00,0.00,11349.93,4494.83,2560.00,928.72
North Carolina,25,2046,1827.50,2936.75,275.17,5568.53,3100.00,0.00,2656.77,1350.66,0.00,0.00,3272.00,11337.92,315.00,928.58
North Dakota,25,2046,614.00,0.05,0.00,109.82,0.00,0.00,136.58,45.18,0.00,0.00,7503.89,0.00,5332.00,53.46
Ohio,25,2046,146.13,2358.07,1460.43,16504.26,1235.00,0.00,4624.83,243.21,0.00,0.00,14018.49,0.00,350.06,855.38
Oklahoma,25,2046,789.50,221.53,2770.56,3114.47,0.00,0.00,1291.67,816.84,339.77,795.31,14823.44,0.00,3103.12,707.61
Oregon,25,2046,8240.00,71.91,714.26,9.75,0.00,1179.34,55.13,445.20,0.00,0.00,7670.43,0.00,1159.52,395.30
Pennsylvania,25,2046,875.25,4991.09,7293.36,13604.05,5364.00,0.00,2089.49,1610.61,0.00,0.00,5623.85,378.00,1307.97,1333.21
Rhode Island,25,2046,4.30,0.00,1107.43,0.00,0.00,0.00,45.44,391.37,1216.43,0.00,15.30,645.24,0.00,125.73
South Carolina,25,2046,1363.00,1071.92,1034.04,3180.24,3224.00,0.00,2249.89,213.66,1728.00,0.00,1150.30,3667.82,2552.11,982.83
South Dakota,25,2046,1730.40,236.12,0.00,1.82,0.00,0.00,67.45,141.86,0.00,0.00,7481.97,0.00,3485.79,112.95
Tennessee,25,2046,2418.00,7987.78,0.00,2904.01,3398.00,0.00,3768.64,205.87,197.82,0.00,136.30,0.00,3510.00,797.50
Texas,25,2046,672.20,4690.54,18312.88,8082.60,4860.00,0.00,2982.03,9450.80,24207.19,25983.41,21504.42,1445.63,10555.48,4240.78
Utah,25,2046,262.40,303.45,216.27,34.60,0.00,1313.34,6.24,627.06,0.00,251.51,1503.30,0.00,2089.44,305.45
Vermont,25,2046,305.60,0.07,0.00,0.00,0.00,0.00,216.59,72.92,0.00,0.00,27.10,0.00,462.99,61.97
Virginia,25,2046,812.74,15851.39,2232.76,2313.44,910.00,0.00,2141.71,787.74,0.00,0.00,3897.36,4102.20,4209.30,960.27
Washington,25,2046,20797.20,96.33,670.40,58.09,1131.00,0.00,185.45,2319.60,0.00,0.00,10772.06,0.00,1757.20,680.48
West Virginia,25,2046,324.60,692.49,0.00,5690.36,0.00,0.00,835.96,53.93,0.00,0.00,3694.69,0.00,288.55,135.70
Wisconsin,25,2046,792.19,2455.50,928.97,507.45,0.00,0.00,2568.73,479.93,0.00,0.00,5892.57,0.00,9.36,339.43
Wyoming,25,2046,298.80,60.73,0.00,71.80,0.00,0.00,62.97,138.65,0.00,0.00,8957.21,0.00,2803.00,51.12
Alabama,25,2048,3279.90,525.21,3787.32,6357.82,860.00,0.00,4556.38,322.22,0.00,0.00,2.90,0.00,2104.14,516.44
Arizona,25,2048,4012.20,310.60,4419.55,3.30,3875.00,0.00,7.83,6418.45,2982.65,21306.75,6581.17,0.00,221.89,657.05
Arkansas,25,2048,1308.80,76.75,1994.41,408.60,998.00,0.00,1644.70,102.73,864.00,0.00,1133.80,0.00,403.67,255.98
California,25,2048,10032.30,1335.60,5065.43,0.00,4324.00,15931.89,734.08,19131.08,9301.34,20750.08,8739.99,0.00,8467.32,2430.26
Colorado,25,2048,643.20,791.28,818.38,18.42,0.00,0.00,42.21,3295.24,0.00,5874.96,7684.07,0.00,1972.73,276.59
Connecticut,25,2048,118.50,95.31,1153.74,98.89,1155.00,0.00,384.31,1359.38,555.90,0.00,0.00,0.00,31.00,447.58
Delaware,25,2048,0.00,76.95,273.38,475.77,0.00,0.00,19.08,417.00,0.00,0.00,190.30,1482.15,0.00,86.52
Florida,25,2048,129.52,25809.75,14406.80,9238.65,839.00,0.00,2727.68,7092.95,28279.65,1623.14,0.00,0.00,3768.86,3566.01
Georgia,25,2048,1932.20,2944.85,6130.08,10110.21,3184.00,0.00,3922.18,988.48,8396.10,0.00,59.30,0.00,1854.60,1523.81
Idaho,25,2048,2515.60,120.39,124.40,0.00,0.00,19.60,19.77,58.20,0.00,0.00,799.20,0.00,834.21,175.54
Illinois,25,2048,638.11,17493.69,1389.46,1845.19,7920.00,0.00,7241.74,500.42,0.00,0.00,23676.97,0.00,213.02,698.08
Indiana,25,2048,473.19,11075.79,1176.58,3430.69,0.00,0.00,5074.69,394.69,0.00,0.00,20187.88,0.00,1320.00,687.81
Iowa,25,2048,649.36,104.63,524.94,749.71,0.00,0.00,4191.91,625.19,0.00,0.00,21917.33,0.00,2200.00,290.07
Kansas,25,2048,2.60,410.97,0.00,270.52,1166.00,0.00,353.09,688.80,1175.02,0.00,20237.85,0.00,72.11,439.86
Kentucky,25,2048,1124.31,4573.15,120.64,8411.92,0.00,0.00,3175.41,127.23,295.64,0.00,12.65,0.00,53.03,506.75
Louisiana,25,2048,192.00,547.46,2290.91,395.22,2124.00,0.00,2877.13,901.50,145.08,0.00,0.00,0.00,4648.69,558.39
Maine,25,2048,722.00,65.20,627.02,1.66,0.00,0.00,440.98,340.90,0.00,0.00,314.40,310.80,286.12,143.45
Maryland,25,2048,526.80,329.86,730.97,4846.51,0.00,0.00,684.53,1034.72,864.00,0.00,4030.60,5659.36,0.00,245.28
Massachusetts,25,2048,269.50,8894.20,1909.60,41.47,0.00,0.00,530.28,907.43,4.76,0.00,196.60,3358.36,1540.00,610.94
Michigan,25,2048,374.10,12820.17,1554.88,2547.31,1111.00,0.00,2857.18,731.14,0.00,0.00,30269.88,0.00,7593.66,979.83
Minnesota,25,2048,185.60,713.01,175.56,331.03,0.00,0.00,2263.54,441.74,0.00,0.00,23242.81,0.00,250.49,509.27
Mississippi,25,2048,0.00,1654.72,2931.47,722.31,1266.00,0.00,4323.11,115.12,2382.70,0.00,0.00,0.00,4220.52,362.09
Missouri,25,2048,499.20,3062.95,797.63,1284.26,1190.00,0.00,2148.33,983.73,0.00,0.00,2194.09,0.00,1739.56,988.69
Montana,25,2048,2512.30,21.00,0.00,1.16,0.00,0.00,7.11,206.77,0.00,0.00,5638.13,0.00,29.44,95.33
Nebraska,25,2048,194.30,269.05,204.11,287.55,0.00,0.00,88.70,323.01,0.00,0.00,8037.22,0.00,3106.00,311.24
Nevada,25,2048,1047.00,150.48,1150.90,0.72,0.00,4094.61,0.13,2728.84,581.65,2524.54,3327.80,0.00,6.29,217.21
New Hampshire,25,2048,445.40,0.00,663.13,0.01,1220.10,0.00,460.41,94.81,5.49,0.00,37.80,0.00,0.00,95.58
New Jersey,25,2048,13.20,5444.34,761.34,1357.68,2191.00,0.00,429.40,1405.94,0.00,0.00,496.70,12532.89,648.19,924.77
New Mexico,25,2048,78.70,296.95,103.33,14.20,0.00,1265.39,40.45,837.17,1112.54,37360.38,8312.23,0.00,682.21,236.92
New York,25,2048,4751.64,14219.45,2903.63,3425.13,0.00,0.00,2222.74,5977.71,0.00,0.00,11349.93,4494.93,2560.00,949.68
North Carolina,25,2048,1827.50,2740.98,256.83,4647.27,3100.00,0.00,2746.07,1490.44,0.00,0.00,3272.00,11337.92,315.00,1081.81
North Dakota,25,2048,614.00,0.05,0.00,72.22,0.00,0.00,149.94,54.79,0.00,0.00,7503.89,0.00,5332.00,52.94
Ohio,25,2048,146.13,2200.89,1363.07,13268.29,1235.00,0.00,4750.84,307.20,0.00,0.00,15608.46,0.00,368.20,845.86
Oklahoma,25,2048,789.50,206.76,2585.86,2206.24,0.00,0.00,1280.47,873.53,339.77,795.31,14823.44,0.00,3174.47,728.77
Oregon,25,2048,8240.00,67.12,666.64,4.57,0.00,1179.34,54.22,448.50,0.00,0.00,7670.43,0.00,1159.52,394.94
Pennsylvania,25,2048,875.25,4658.35,6807.14,13493.24,5364.00,0.00,2116.74,1759.08,0.00,0.00,5623.85,378.00,1307.97,1305.19
Rhode Island,25,2048,4.30,0.00,1033.60,0.00,0.00,0.00,45.44,415.07,1216.43,0.00,15.30,645.24,0.00,124.55
South Carolina,25,2048,1363.00,1000.47,965.10,2799.45,3224.00,0.00,2349.99,256.59,2592.00,0.00,1150.30,3667.82,2619.71,840.60
South Dakota,25,2048,1730.40,235.35,0.00,1.23,0.00,0.00,69.28,152.22,0.00,0.00,7481.97,0.00,3508.48,112.05
Tennessee,25,2048,2418.00,7455.26,0.00,2185.02,3398.00,0.00,3817.51,263.59,197.82,0.00,136.30,0.00,3510.00,791.77
Texas,25,2048,672.20,4377.84,17092.02,6307.68,4860.00,0.00,3340.31,10303.20,24207.19,29892.08,21939.20,2783.28,10555.48,4459.43
Utah,25,2048,262.40,283.22,201.85,16.32,0.00,1313.34,45.09,696.18,0.00,251.64,1503.30,0.00,2089.95,319.34
Vermont,25,2048,305.60,0.07,0.00,0.00,0.00,0.00,216.59,79.43,0.00,0.00,27.10,0.00,516.01,86.23
Virginia,25,2048,812.74,17450.83,2083.91,2313.29,910.00,0.00,2143.94,906.52,0.00,0.00,3897.36,4696.18,4209.30,995.52
Washington,25,2048,20797.20,89.91,625.71,27.24,1131.00,0.00,180.08,2337.87,0.00,0.00,10814.40,0.00,1757.20,680.02
West Virginia,25,2048,324.60,646.33,0.00,5188.81,0.00,0.00,835.96,66.39,0.00,0.00,3699.47,0.00,308.29,133.98
Wisconsin,25,2048,792.19,2291.82,867.04,431.03,0.00,0.00,2957.42,545.43,0.00,0.00,5951.24,0.00,9.36,336.52
Wyoming,25,2048,298.80,56.68,0.00,50.18,0.00,0.00,60.61,152.60,0.00,0.00,8957.21,0.00,2803.00,50.92
Alabama,25,2050,3279.90,490.20,3534.83,4613.98,860.00,0.00,4642.12,372.52,0.00,0.00,2.90,0.00,2391.54,512.59
Arizona,25,2050,4012.20,289.89,4124.91,1.55,3875.00,0.00,7.52,6709.09,2982.65,21306.75,6602.14,0.00,221.89,658.72
Arkansas,25,2050,1308.80,71.63,1861.45,303.13,998.00,0.00,3307.68,117.72,864.00,0.00,1133.80,0.00,403.67,254.32
California,25,2050,10032.30,1246.56,4727.73,0.00,4324.00,15931.89,734.08,19778.03,9301.34,20941.81,8756.02,0.00,8467.32,2428.70
Colorado,25,2050,643.20,738.47,763.82,8.65,0.00,0.00,49.07,3411.34,0.00,5874.98,7706.09,0.00,1972.73,277.35
Connecticut,25,2050,118.50,88.95,1076.82,57.18,1155.00,0.00,381.18,1452.62,555.90,0.00,0.00,0.00,31.00,461.38
Delaware,25,2050,0.00,71.82,255.15,309.36,0.00,0.00,19.08,443.73,0.00,0.00,190.30,1482.15,0.00,44.05
Florida,25,2050,129.52,25574.18,13446.35,9066.87,839.00,0.00,2877.77,7816.00,28536.34,1623.14,0.00,0.00,4105.81,3664.61
Georgia,25,2050,1932.20,2748.53,5721.41,8882.56,3184.00,0.00,4287.45,1147.91,8396.10,0.00,59.30,0.00,1854.60,1509.08
Idaho,25,2050,2515.60,112.36,116.11,0.00,0.00,19.60,19.77,69.67,0.00,0.00,815.60,0.00,840.01,194.17
Illinois,25,2050,638.11,16327.41,1296.83,1062.17,7920.00,0.00,8621.79,560.18,0.00,0.00,23687.46,0.00,225.63,691.32
Indiana,25,2050,473.19,10337.41,1098.14,1951.95,0.00,0.00,4929.83,421.61,0.00,0.00,20187.88,0.00,1320.00,680.14
Iowa,25,2050,649.36,97.67,489.94,638.61,0.00,0.00,6744.62,655.97,0.00,0.00,21917.33,0.00,2200.00,287.31
Kansas,25,2050,2.60,383.57,0.00,126.85,1166.00,0.00,2444.32,720.31,1175.02,0.00,20237.85,0.00,72.11,437.03
Kentucky,25,2050,1124.31,4268.28,112.60,7171.66,0.00,0.00,3368.44,148.47,295.64,0.00,13.60,0.00,60.09,490.34
Louisiana,25,2050,192.00,510.96,2138.18,185.65,2124.00,0.00,2857.28,941.05,145.08,0.00,0.00,0.00,5493.47,392.26
Maine,25,2050,722.00,60.85,585.22,0.79,0.00,0.00,441.03,358.19,0.00,0.00,314.40,310.80,286.12,142.36
Maryland,25,2050,526.80,307.87,682.23,4057.42,0.00,0.00,685.97,1133.33,995.44,0.00,4030.60,5659.36,0.00,243.42
